Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,"
"
2006,1,7,2,-17.5,-17.9,97,9,
2006,1,7,3,-17.7,-18.2,96,9,
2006,1,7,4,-18.6,-19.2,95,7,
2006,1,7,5,-19.2,-19.9,94,6,
2006,1,7,6,-20.5,-21.2,94,6,
2006,1,7,7,-21,-22,92,6,
2006,1,7,8,-21.7,-22.7,92,2,
2006,1,7,9,-18.2,-18.7,96,0,
2006,1,7,10,-17.2,-17.9,94,4,
2006,1,7,11,-15,-15.4,97,2,
2006,1,7,12,-13.6,-14,97,0,
2006,1,7,13,-12.3,-13.1,94,0,
2006,1,7,14,-11.8,-13.8,85,7,
2006,1,7,15,-11.7,-13.4,87,9,
2006,1,7,16,-12.5,-13.8,90,13,
2006,1,7,17,-12.5,-13.2,94,9,
2006,1,7,18,-11.9,-12.4,96,11,
2006,1,7,19,-12.4,-12.8,97,13,
2006,1,7,20,-12.6,-13.1,96,15,
2006,1,7,21,-12.4,-12.9,96,15,
2006,1,7,22,-12.3,-12.8,96,11,
2006,1,7,23,-12.1,-12.4,98,11,
2006,1,8,0,-12,-12.3,98,9,
2006,1,8,1,-11.9,-12.2,98,11,
2006,1,8,2,-11.4,-11.7,98,15,
2006,1,8,3,-11,-11.3,98,11,
2006,1,8,4,-10.7,-10.9,98,9,
2006,1,8,5,-10.2,-10.4,98,11,
2006,1,8,6,-9.8,-9.8,100,7,
2006,1,8,7,-9.2,-9.2,100,6,
2006,1,8,8,-8.8,-8.9,99,6,
2006,1,8,9,-8.3,-8.5,98,6,
2006,1,8,10,-7.8,-8.1,98,6,
2006,1,8,11,-7.1,-7.7,95,6,
2006,1,8,12,-6.2,-7.1,93,4,
2006,1,8,13,-5.5,-7.1,88,0,
2006,1,8,14,-4.8,-6.4,89,0,
2006,1,8,15,-5.4,-6.7,91,6,
2006,1,8,16,-5.4,-6.5,92,7,
2006,1,8,17,-5.8,-6.9,92,11,
2006,1,8,18,-5.9,-6.8,93,9,
2006,1,8,19,-6.2,-6.9,95,13,
2006,1,8,20,-6.3,-6.7,97,15,
2006,1,8,21,-6.2,-6.6,97,13,
2006,1,8,22,-6.9,-7.3,97,15,
2006,1,8,23,-7.1,-7.4,98,17,
2006,1,9,0,-7,-7,100,19,
2006,1,9,1,-7,-7,100,22,
2006,1,9,2,-6.8,-6.8,100,20,
2006,1,9,3,-6.3,-6.3,100,19,
2006,1,9,4,-5.6,-5.6,100,13,
2006,1,9,5,-5.1,-5.1,100,20,
2006,1,9,6,-4.9,-4.9,100,19,
2006,1,9,7,-4.7,-4.7,100,19,
2006,1,9,8,-4.4,-4.4,100,17,
2006,1,9,9,-4,-4,100,17,
2006,1,9,10,-3.4,-3.4,100,13,
2006,1,9,11,-2.7,-2.7,100,9,
2006,1,9,12,-1.8,-1.8,100,9,
2006,1,9,13,-1.3,-1.3,100,11,
2006,1,9,14,-1.2,-1.2,100,11,
2006,1,9,15,-1.1,-1.1,100,17,
2006,1,9,16,-1.4,-1.7,98,17,
2006,1,9,17,-1.6,-2,97,20,
2006,1,9,18,-1.5,-2.1,96,19,
2006,1,9,19,-1.5,-2.1,96,17,
2006,1,9,20,-1.4,-2.2,94,19,
2006,1,9,21,-1.4,-2.2,94,15,
2006,1,9,22,-2.1,-3,94,15,
2006,1,9,23,-2.6,-3.4,94,15,
2006,1,10,0,-2.3,-3.5,91,13,
2006,1,10,1,-2.3,-4.1,87,15,
2006,1,10,2,-3.9,-5.3,90,7,
2006,1,10,3,-4.8,-5.7,93,7,
2006,1,10,4,-7.3,-7.8,96,2,
2006,1,10,5,-7.9,-7.9,100,0,
2006,1,10,6,-7,-7,100,2,
2006,1,10,7,-7.2,-7.2,100,4,
2006,1,10,8,-7.9,-7.9,100,4,
2006,1,10,9,-5.9,-5.9,100,2,
2006,1,10,10,-3.9,-5.2,91,4,
2006,1,10,11,-2,-3.3,91,6,
2006,1,10,12,-0.1,-5,70,15,
2006,1,10,13,0.5,-4.1,71,17,
2006,1,10,14,0.2,-4,73,15,
2006,1,10,15,0.5,-2.5,80,13,
2006,1,10,16,0.7,-2.9,77,17,
2006,1,10,17,-0.9,-3.6,82,7,
2006,1,10,18,-2.4,-3.9,89,9,
2006,1,10,19,-2.7,-4.1,90,11,
2006,1,10,20,-3.3,-4.5,91,11,
2006,1,10,21,-2.8,-4.1,91,9,
2006,1,10,22,-3.1,-3.9,94,9,
2006,1,10,23,-4.5,-4.7,99,6,
2006,1,11,0,-6.4,-6.4,100,2,
2006,1,11,1,-5.4,-5.4,100,4,
2006,1,11,2,-5.6,-5.6,100,4,
2006,1,11,3,-3.9,-3.9,100,6,
2006,1,11,4,-3.9,-3.9,100,4,
2006,1,11,5,-3.6,-3.6,100,4,
2006,1,11,6,-3,-3,100,6,
2006,1,11,7,-2.7,-2.7,100,7,
2006,1,11,8,-2.2,-2.2,100,6,
2006,1,11,9,-1.8,-1.8,100,7,
2006,1,11,10,-1.3,-1.3,100,7,
2006,1,11,11,-0.8,-0.8,100,9,
2006,1,11,12,-0.4,-0.4,100,9,
2006,1,11,13,-0.1,-0.1,100,7,
2006,1,11,14,0.2,0.2,100,9,
2006,1,11,15,0.3,0.3,100,11,
2006,1,11,16,0.4,0.4,100,9,
2006,1,11,17,0.3,0.3,100,7,
2006,1,11,18,0.3,0.3,100,7,
2006,1,11,19,0.3,0.3,100,9,
2006,1,11,20,0.4,0.4,100,9,
2006,1,11,21,0.5,0.5,100,6,
2006,1,11,22,0.4,0.4,100,6,
2006,1,11,23,0.5,0.5,100,6,
2006,1,12,0,0.4,0.4,100,2,
2006,1,12,1,0.6,0.6,100,6,
2006,1,12,2,2.1,2.1,100,9,
2006,1,12,3,3.1,3.1,100,9,
2006,1,12,4,4.1,4.1,100,20,
2006,1,12,5,3.8,3.8,100,15,
2006,1,12,6,3.5,3.5,100,13,
2006,1,12,7,3.4,3.4,100,17,
2006,1,12,8,2.9,2.9,100,17,
2006,1,12,9,2.8,2.8,100,19,
2006,1,12,10,2.4,2.4,100,15,
2006,1,12,11,3.1,3.1,100,13,
2006,1,12,12,3.1,3.1,100,11,
2006,1,12,13,3.2,3.1,99,11,
2006,1,12,14,3.3,2.8,97,7,
2006,1,12,15,3.1,2.2,94,11,
2006,1,12,16,2.6,2.4,99,9,
2006,1,12,17,3.6,2.9,95,9,
2006,1,12,18,2.4,2.3,99,7,
2006,1,12,19,2.6,2.2,97,9,
2006,1,12,20,2.3,2.3,100,7,
2006,1,12,21,1.6,1.6,100,6,
2006,1,12,22,0.8,0.8,100,7,
2006,1,12,23,0.3,0.3,100,6,
2006,1,13,0,0.1,0.1,100,6,
2006,1,13,1,-0.3,-0.3,100,4,
2006,1,13,2,-0.5,-0.5,100,6,
2006,1,13,3,-1.8,-1.8,100,6,
2006,1,13,4,-1.8,-1.8,100,6,
2006,1,13,5,-3.3,-3.3,100,4,
2006,1,13,6,-4,-4,100,7,
2006,1,13,7,-4.7,-4.7,100,4,
2006,1,13,8,-3.8,-3.8,100,2,
2006,1,13,9,1.6,1.6,100,9,
2006,1,13,10,3.3,0.8,84,11,
2006,1,13,11,4.5,1,78,6,
2006,1,13,12,5.5,1.4,75,4,
2006,1,13,13,6.2,1.5,72,2,
2006,1,13,14,4.6,2.2,84,4,
2006,1,13,15,3.9,2,87,6,
2006,1,13,16,4.1,2.3,88,6,
2006,1,13,17,3.5,2.5,93,7,
2006,1,13,18,3.4,2.4,93,2,
2006,1,13,19,3.6,2.3,91,7,
2006,1,13,20,3.1,2,92,7,
2006,1,13,21,3,2.2,94,7,
2006,1,13,22,3.3,2.3,93,6,
2006,1,13,23,2.7,2.1,96,6,
2006,1,14,0,2.7,2.2,97,6,
2006,1,14,1,2,1.7,98,6,
2006,1,14,2,2.1,2,99,4,
2006,1,14,3,1.8,1.8,100,4,
2006,1,14,4,2.1,2.1,100,4,
2006,1,14,5,1.9,1.9,100,4,
2006,1,14,6,2.2,2.2,100,6,
2006,1,14,7,3.1,3.1,100,9,
2006,1,14,8,3,3,100,19,
2006,1,14,9,2.4,2.4,100,22,
2006,1,14,10,1.1,0.6,96,26,
2006,1,14,11,-1.2,-1.9,95,32,
2006,1,14,12,-2.8,-3.7,94,32,
2006,1,14,13,-3.8,-5,91,30,
2006,1,14,14,-4.5,-5.6,92,32,
2006,1,14,15,-5.1,-6.6,89,32,
2006,1,14,16,-5.6,-7.2,88,32,
2006,1,14,17,-5.9,-8.6,81,33,
2006,1,14,18,-6.5,-9.3,80,33,
2006,1,14,19,-7.1,-10.4,77,43,
2006,1,14,20,-7.7,-10.8,78,33,
2006,1,14,21,-8.4,-11.3,80,33,
2006,1,14,22,-9.3,-12.9,75,30,
2006,1,14,23,-10.1,-13.7,75,32,
2006,1,15,0,-11.3,-14.6,77,35,
2006,1,15,1,-12.1,-15.8,74,33,
2006,1,15,2,-13.2,-16.6,76,28,
2006,1,15,3,-15.3,-19.2,72,32,
2006,1,15,4,-16,-20.2,70,33,
2006,1,15,5,-16.5,-20.8,69,30,
2006,1,15,6,-17,-21,71,26,
2006,1,15,7,-17.4,-21.6,70,26,
2006,1,15,8,-17.9,-21.9,71,28,
2006,1,15,9,-17.9,-22.3,68,28,
2006,1,15,10,-17.5,-22.6,64,32,
2006,1,15,11,-16.7,-22.2,62,32,
2006,1,15,12,-16.1,-22.1,60,30,
2006,1,15,13,-15.5,-21.9,58,28,
2006,1,15,14,-15.2,-21.5,59,24,
2006,1,15,15,-14.7,-21.2,58,24,
2006,1,15,16,-15.1,-21.9,56,22,
2006,1,15,17,-16,-22.1,59,20,
2006,1,15,18,-16.7,-21.9,64,19,
2006,1,15,19,-17.3,-21.8,68,26,
2006,1,15,20,-17.7,-22,69,24,
2006,1,15,21,-18.1,-22.1,71,20,
2006,1,15,22,-18.3,-22,73,19,
2006,1,15,23,-18.6,-22.1,74,17,
2006,1,16,0,-19,-22,77,15,
2006,1,16,1,-19.7,-22.2,80,13,
2006,1,16,2,-19.9,-22.4,80,17,
2006,1,16,3,-20.2,-22.5,82,19,
2006,1,16,4,-20.3,-22.5,83,17,
2006,1,16,5,-20.5,-22.8,82,17,
2006,1,16,6,-20.5,-22.8,82,13,
2006,1,16,7,-20.5,-22.7,82,9,
2006,1,16,8,-20.3,-22.7,81,13,
2006,1,16,9,-19.8,-22.7,78,17,
2006,1,16,10,-18.5,-22.2,73,17,
2006,1,16,11,-16.9,-21.1,70,19,
2006,1,16,12,-14.9,-19.9,66,17,
2006,1,16,13,-13.2,-18.7,63,15,
2006,1,16,14,-12.8,-18.5,62,19,
2006,1,16,15,-12.6,-18.1,63,19,
2006,1,16,16,-12.7,-17.8,66,19,
2006,1,16,17,-13.1,-17.7,68,13,
2006,1,16,18,-13.3,-17.2,72,17,
2006,1,16,19,-13.7,-17.3,74,13,
2006,1,16,20,-14,-17.1,77,11,
2006,1,16,21,-14.1,-16.6,81,9,
2006,1,16,22,-13,-15.7,80,13,
2006,1,16,23,-13.5,-16,81,9,
2006,1,17,0,-14.4,-16.4,85,7,
2006,1,17,1,-14.9,-16.8,85,4,
2006,1,17,2,-14.9,-16.9,85,9,
2006,1,17,3,-15.5,-17.9,82,9,
2006,1,17,4,-15.6,-17.8,83,7,
2006,1,17,5,-16.2,-18.3,84,9,
2006,1,17,6,-16.6,-18.6,84,4,
2006,1,17,7,-16.7,-18.5,86,6,
2006,1,17,8,-16.4,-17.9,88,4,
2006,1,17,9,-15,-17.9,78,11,
2006,1,17,10,-13.5,-17.5,72,13,
2006,1,17,11,-12.4,-16.9,69,11,
2006,1,17,12,-11.6,-15.9,70,19,
2006,1,17,13,-10,-14.8,68,24,
2006,1,17,14,-8.3,-13.2,68,20,
2006,1,17,15,-7.1,-12.1,67,22,
2006,1,17,16,-6.9,-11.8,68,26,
2006,1,17,17,-7.1,-11.4,71,26,
2006,1,17,18,-7.2,-10.7,76,24,
2006,1,17,19,-7.3,-10.6,77,26,
2006,1,17,20,-7.1,-9.3,84,26,
2006,1,17,21,-7.4,-8.9,89,26,
2006,1,17,22,-7,-7.9,93,20,
2006,1,17,23,-6.4,-6.9,96,22,
2006,1,18,0,-5.4,-5.5,99,22,
2006,1,18,1,-3.7,-3.7,100,13,
2006,1,18,2,-1.7,-1.7,100,7,
2006,1,18,3,-0.1,-0.1,100,4,
2006,1,18,4,0.5,0.5,100,4,
2006,1,18,5,0.8,0.8,100,7,
2006,1,18,6,0.6,0.6,100,19,
2006,1,18,7,0.9,0.9,100,20,
2006,1,18,8,1.1,1.1,100,19,
2006,1,18,9,1.2,1.2,100,17,
2006,1,18,10,1.6,1.6,100,11,
2006,1,18,11,2.3,2.3,100,4,
2006,1,18,12,2.4,2.4,100,4,
2006,1,18,13,5,5,100,17,
2006,1,18,14,3.5,3.4,99,24,
2006,1,18,15,3,2.9,99,22,
2006,1,18,16,2.5,1.7,94,22,
2006,1,18,17,1.5,1.5,100,22,
2006,1,18,18,0.3,0.3,100,30,
2006,1,18,19,1.3,-0.4,88,22,
2006,1,18,20,1.2,-0.9,86,20,
2006,1,18,21,1.2,-1.6,82,22,
2006,1,18,22,0.7,-0.3,93,15,
2006,1,18,23,-0.6,-0.6,100,26,
2006,1,19,0,-0.9,-1.3,97,26,
2006,1,19,1,-1.6,-2.8,92,26,
2006,1,19,2,-1.1,-3.3,85,22,
2006,1,19,3,-1.4,-5,76,20,
2006,1,19,4,-1.9,-6.2,72,24,
2006,1,19,5,-2.2,-6.5,72,22,
2006,1,19,6,-2.4,-5.5,79,22,
2006,1,19,7,-2.4,-4.9,83,19,
2006,1,19,8,-2.6,-5.4,81,17,
2006,1,19,9,-2.3,-7.1,70,19,
2006,1,19,10,-1.6,-7.3,65,19,
2006,1,19,11,-0.8,-6.6,65,20,
2006,1,19,12,-0.6,-5.1,72,15,
2006,1,19,13,0.1,-4.5,71,17,
2006,1,19,14,0.1,-3.8,75,15,
2006,1,19,15,0.8,-4.3,69,13,
2006,1,19,16,0.3,-3.9,73,4,
2006,1,19,17,0.1,-3.7,76,4,
2006,1,19,18,-0.4,-3.1,82,4,
2006,1,19,19,-0.3,-2.9,83,4,
2006,1,19,20,-0.2,-3.3,80,6,
2006,1,19,21,-0.5,-2.7,85,7,
2006,1,19,22,-0.6,-2.1,90,6,
2006,1,19,23,-0.7,-1.7,93,9,
2006,1,20,0,-0.7,-1.7,93,9,
2006,1,20,1,-0.5,-1.9,90,15,
2006,1,20,2,-0.6,-1.9,91,9,
2006,1,20,3,-0.7,-2,91,9,
2006,1,20,4,-0.7,-1.9,92,9,
2006,1,20,5,-0.6,-1.9,91,11,
2006,1,20,6,-0.7,-1.9,92,11,
2006,1,20,7,-0.6,-1.6,93,9,
2006,1,20,8,-0.4,-1.2,94,7,
2006,1,20,9,0.1,-0.6,95,4,
2006,1,20,10,0.6,-0.3,94,6,
2006,1,20,11,1.6,0,89,2,
2006,1,20,12,1.6,0.4,92,2,
2006,1,20,13,2.1,0.8,91,2,
2006,1,20,14,3,1.7,91,2,
2006,1,20,15,5.2,3.9,91,9,
2006,1,20,16,5.3,3.9,91,7,
2006,1,20,17,5.3,4,91,7,
2006,1,20,18,5.5,4.1,91,6,
2006,1,20,19,4.2,3.1,93,11,
2006,1,20,20,3.3,2.6,95,7,
2006,1,20,21,2.8,2.2,96,4,
2006,1,20,22,1.6,1.4,99,6,
2006,1,20,23,0.5,0.3,99,4,
2006,1,21,0,0.6,0.6,100,4,
2006,1,21,1,0.8,0.8,100,2,
2006,1,21,2,0.8,0.8,100,2,
2006,1,21,3,0.8,0.8,100,6,
2006,1,21,4,0.3,0.3,100,11,
2006,1,21,5,0.3,0.3,100,13,
2006,1,21,6,0.4,0.4,100,13,
2006,1,21,7,0.3,0.3,100,15,
2006,1,21,8,0.2,0.2,100,19,
2006,1,21,9,0,0,100,15,
2006,1,21,10,-0.1,-0.1,100,13,
2006,1,21,11,-1,-1,100,22,
2006,1,21,12,-2,-2,100,24,
2006,1,21,13,-2.1,-2.1,100,22,
2006,1,21,14,-1.8,-1.8,100,22,
2006,1,21,15,-1.2,-1.4,99,20,
2006,1,21,16,-2.8,-3.5,95,26,
2006,1,21,17,-4.2,-5.1,93,20,
2006,1,21,18,-5.3,-6.5,91,19,
2006,1,21,19,-5.7,-5.8,99,17,
2006,1,21,20,-6.4,-6.6,98,17,
2006,1,21,21,-8.1,-9.7,88,19,
2006,1,21,22,-9.2,-10.7,89,15,
2006,1,21,23,-10.2,-11.5,90,13,
2006,1,22,0,-11.1,-11.9,94,11,
2006,1,22,1,-12.1,-13,93,7,
2006,1,22,2,-13.8,-14.4,95,2,
2006,1,22,3,-14.6,-14.9,98,4,
2006,1,22,4,-16.4,-16.7,98,0,
2006,1,22,5,-16.4,-16.8,97,4,
2006,1,22,6,-18.4,-19.1,94,4,
2006,1,22,7,-17.4,-17.8,97,4,
2006,1,22,8,-17.5,-18,96,4,
2006,1,22,9,-14.1,-14.1,100,2,
2006,1,22,10,-13,-13.1,99,2,
2006,1,22,11,-10.1,-10.2,99,7,
2006,1,22,12,-7.8,-9.6,87,6,
2006,1,22,13,-6.5,-8.3,87,0,
2006,1,22,14,-5.2,-7.2,86,0,
2006,1,22,15,-4.6,-6.2,89,0,
2006,1,22,16,-4.1,-5.1,93,0,
2006,1,22,17,-4,-4.5,96,0,
2006,1,22,18,-3.5,-4.5,93,0,
2006,1,22,19,-4.7,-5.7,93,0,
2006,1,22,20,-5.4,-5.8,97,0,
2006,1,22,21,-9.1,-9.3,98,0,
2006,1,22,22,-8.4,-8.4,100,0,
2006,1,22,23,-8.7,-8.7,100,0,
2006,1,23,0,-9.3,-9.3,100,0,
2006,1,23,1,-9.8,-9.9,99,0,
2006,1,23,2,-10.1,-10.1,100,0,
2006,1,23,3,-10.4,-10.5,99,0,
2006,1,23,4,-9.7,-9.8,99,0,
2006,1,23,5,-9.3,-9.5,98,0,
2006,1,23,6,-8.6,-8.8,98,0,
2006,1,23,7,-8.4,-8.7,98,0,
2006,1,23,8,-8.3,-8.8,96,0,
2006,1,23,9,-7.6,-8.2,95,0,
2006,1,23,10,-7.3,-8.2,93,2,
2006,1,23,11,-6,-7.3,90,6,
2006,1,23,12,-2.9,-6,79,6,
2006,1,23,13,-0.9,-5.6,70,2,
2006,1,23,14,0.2,-4.6,70,0,
2006,1,23,15,-1.3,-5.6,73,4,
2006,1,23,16,-2.1,-4.5,84,4,
2006,1,23,17,-4.5,-5,96,4,
2006,1,23,18,-6.5,-6.5,100,4,
2006,1,23,19,-6.5,-6.5,100,0,
2006,1,23,20,-4.9,-4.9,100,6,
2006,1,23,21,-3.6,-3.6,100,2,
2006,1,23,22,-3.1,-3.2,99,6,
2006,1,23,23,-3.4,-3.9,96,7,
2006,1,24,0,-4,-4.2,99,4,
2006,1,24,1,-2.2,-3.3,92,7,
2006,1,24,2,-1.8,-3.3,89,7,
2006,1,24,3,-1.6,-3.8,85,4,
2006,1,24,4,-2.2,-3.5,91,11,
2006,1,24,5,-1.9,-3.5,89,9,
2006,1,24,6,-3.7,-4.7,93,13,
2006,1,24,7,-5.1,-5.3,98,7,
2006,1,24,8,-4.5,-5,96,13,
2006,1,24,9,-3.3,-4.9,89,13,
2006,1,24,10,-1.3,-3.7,84,15,
2006,1,24,11,-0.6,-2.5,87,17,
2006,1,24,12,0.4,-1.5,87,15,
2006,1,24,13,0.6,-2.1,82,19,
2006,1,24,14,0.8,-2.4,79,17,
2006,1,24,15,1.1,-3,74,19,
2006,1,24,16,1.5,-2.9,72,17,
2006,1,24,17,1.5,-2.5,75,9,
2006,1,24,18,0.5,-0.4,94,17,
2006,1,24,19,0.1,0.1,100,15,
2006,1,24,20,0.4,0.4,100,13,
2006,1,24,21,0.7,0.7,100,13,
2006,1,24,22,0.2,0.2,100,9,
2006,1,24,23,0.3,0.3,100,11,
2006,1,25,0,0.3,0.3,100,9,
2006,1,25,1,0.5,0.5,100,6,
2006,1,25,2,0.4,0.4,100,2,
2006,1,25,3,-0.3,-0.3,100,4,
2006,1,25,4,-0.3,-0.3,100,0,
2006,1,25,5,-0.3,-0.3,100,6,
2006,1,25,6,0.1,0.1,100,6,
2006,1,25,7,0,0,100,6,
2006,1,25,8,-0.5,-0.5,100,9,
2006,1,25,9,-0.6,-0.7,99,15,
2006,1,25,10,0.2,-0.9,92,7,
2006,1,25,11,0.5,-0.5,93,13,
2006,1,25,12,0.5,-0.7,92,15,
2006,1,25,13,0.3,-1.4,88,20,
2006,1,25,14,0.3,-2,85,20,
2006,1,25,15,0.2,-2.1,84,19,
2006,1,25,16,-1.3,-1.9,96,19,
2006,1,25,17,-2.5,-2.7,99,15,
2006,1,25,18,-3.1,-4.4,91,19,
2006,1,25,19,-3.9,-6.1,85,20,
2006,1,25,20,-5,-7.2,85,19,
2006,1,25,21,-5.8,-8,84,19,
